seed,対象,チェック,特殊能力,カテゴリ,player_type
202607097206,投手,ノビ系と球速,クイックD、ケガしにくさE、テンポ○、ノビE、回復D、対ピンチA、対左打者C、打たれ強さB、火消し、送球D,ドラフト候補用,技巧派
202607097207,投手,ノビ系と球速,クイックF、ケガしにくさD、ノビF、一発、回復D、対ピンチD、対左打者D、打たれ強さD、打球反応○、荒れ球、送球B,ドラフト候補用,本格派
202607097210,投手,ノビ系と球速,クイックB、ケガしにくさE、ノビE、回復D、対ピンチD、対左打者C、打たれ強さD、球持ち○、送球D,ドラフト候補用,技巧派
202607097215,投手,四球・抜け球・乱調と低コントロール,クイックC、ケガしにくさG、ノビE、乱調、回復D、対ピンチE、対左打者F、打たれ強さE、立ち上がり○、送球C,ドラフト候補用,変化球派
202607097215,投手,ノビ系と球速,クイックC、ケガしにくさG、ノビE、乱調、回復D、対ピンチE、対左打者F、打たれ強さE、立ち上がり○、送球C,ドラフト候補用,変化球派
202607097217,投手,ノビ系と球速,クイックD、ケガしにくさD、テンポ○、ノビF、回復C、対ピンチC、対左打者C、打たれ強さD、根性、送球E,ドラフト候補用,技巧派
202607097226,投手,四球・抜け球・乱調と低コントロール,クイックE、ケガしにくさF、ノビD、四球、回復D、対ピンチD、対左打者D、打たれ強さE、軽い球、送球D,ドラフト候補用,変化球派
202607097226,投手,ノビ系と球速,クイックE、ケガしにくさF、ノビD、四球、回復D、対ピンチD、対左打者D、打たれ強さE、軽い球、送球D,ドラフト候補用,変化球派
202607097227,投手,ノビ系と球速,クイックE、ケガしにくさD、ノビE、回復D、対ピンチE、対左打者C、打たれ強さD、送球E、速球中心,ドラフト候補用,技巧派
202607097229,投手,先発用特殊能力と先発適正,クイックC、ケガしにくさD、ノビD、回復D、対ピンチB、対左打者C、尻上がり、打たれ強さD、送球D,ドラフト候補用,技巧派
202607097248,投手,ノビ系と球速,キレ○、クイックC、ケガしにくさD、ノビF、ボール先行、回復E、対ピンチD、対左打者D、打たれ強さE、投球位置右、送球D,ドラフト候補用,変化球派
202607097252,投手,ノビ系と球速,クイックB、ケガしにくさE、ノビB、回復D、対ピンチE、対左打者C、打たれ強さD、投手調子極端、送球E,ドラフト候補用,技巧派
202607097253,投手,ノビ系と球速,クイックD、ケガしにくさB、ノビB、リリース○、回復D、対ピンチB、対左打者B、打たれ強さE、送球D,ドラフト候補用,技巧派
202607097254,投手,四球・抜け球・乱調と低コントロール,クイックE、ケガしにくさD、ノビF、ポーカーフェイス、四球、回復E、対ピンチD、対左打者D、打たれ強さD、軽い球、送球D,ドラフト候補用,変化球派
202607097265,投手,四球・抜け球・乱調と低コントロール,クイックF、ケガしにくさD、ノビC、乱調、回復A、対ピンチC、対左打者C、打たれ強さE、送球C,ドラフト候補用,技巧派
202607097265,投手,ノビ系と球速,クイックF、ケガしにくさD、ノビC、乱調、回復A、対ピンチC、対左打者C、打たれ強さE、送球C,ドラフト候補用,技巧派
202607097269,投手,四球・抜け球・乱調と低コントロール,クイックE、ケガしにくさD、ノビA、回復D、対ピンチC、対左打者C、打たれ強さB、抜け球、送球C,ドラフト候補用,技巧派
202607097270,投手,ノビ系と球速,クイックD、ケガしにくさD、ノビA、低め○、回復F、安全圏○、対ピンチB、対左打者F、打たれ強さD、根性、送球D,ドラフト候補用,技巧派
202607097272,投手,ノビ系と球速,クイックD、ケガしにくさE、テンポ○、ノビD、回復D、対ピンチD、対ランナー、対左打者D、打たれ強さE、送球D,ドラフト候補用,本格派
202607097277,投手,ノビ系と球速,クイックE、ケガしにくさF、ノビD、回復D、対ピンチC、対左打者D、打たれ強さC、立ち上がり○、送球D,ドラフト候補用,変化球派
202607097281,投手,ノビ系と球速,クイックD、ケガしにくさG、ノビD、ボール先行、回復E、対ピンチC、対左打者E、打たれ強さD、真っスラ、送球C,ドラフト候補用,スタミナ型
202607097289,投手,ノビ系と球速,クイックD、ケガしにくさC、ノビD、回復E、対ピンチD、対左打者E、打たれ強さD、送球E,ドラフト候補用,技巧派
202607097296,投手,ノビ系と球速,クイックD、ケガしにくさD、ノビD、回またぎ○、回復D、対ピンチC、対左打者C、打たれ強さF、牽制○、短気、送球D,ドラフト候補用,技巧派
202607097298,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさC、ゴロピッチャー、ノビE、リリース○、四球、回復E、変化球中心、対ピンチD、対左打者C、打たれ強さC、送球D,ドラフト候補用,技巧派
202607097298,投手,ノビ系と球速,クイックD、ケガしにくさC、ゴロピッチャー、ノビE、リリース○、四球、回復E、変化球中心、対ピンチD、対左打者C、打たれ強さC、送球D,ドラフト候補用,技巧派
202607097305,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさD、ノビD、一発、回復A、対ピンチD、対左打者C、打たれ強さC、要所○、送球D,ドラフト候補用,本格派
202607097306,投手,四球・抜け球・乱調と低コントロール,クイックG、ケガしにくさD、ナチュラルシュート、ノビD、乱調、回復E、対ピンチE、対左打者D、打たれ強さD、投球位置左、抜け球、送球B,ドラフト候補用,技巧派
202607097306,投手,ノビ系と球速,クイックG、ケガしにくさD、ナチュラルシュート、ノビD、乱調、回復E、対ピンチE、対左打者D、打たれ強さD、投球位置左、抜け球、送球B,ドラフト候補用,技巧派
202607097318,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさE、ノビC、回復D、安全圏○、対ピンチD、対左打者D、打たれ強さD、軽い球、送球D、速球中心,ドラフト候補用,速球派
202607097321,投手,キレ系と変化球,キレ○、クイックD、ケガしにくさD、ノビD、ムード○、回復C、対ピンチD、対左打者D、打たれ強さC、送球D,ドラフト候補用,本格派
202607097331,投手,四球・抜け球・乱調と低コントロール,クイックC、ケガしにくさD、ストライク先行、ノビD、四球、回復D、対ピンチD、対左打者C、打たれ強さD、送球C,ドラフト候補用,技巧派
202607097340,投手,ノビ系と球速,クイックB、ケガしにくさD、ノビE、勝ち運、回復D、対ピンチE、対左打者E、打たれ強さD、緊急登板○、送球D、速球中心,ドラフト候補用,技巧派
202607097346,投手,ノビ系と球速,クイックD、ケガしにくさD、ノビD、一発、力配分、回復G、対ピンチB、対左打者C、打たれ強さD、球速安定、送球D,ドラフト候補用,技巧派
202607097359,投手,四球・抜け球・乱調と低コントロール,クイックE、ケガしにくさD、スロースターター、ノビE、一発、四球、回復E、対ピンチC、対左打者D、打たれ強さD、送球A,ドラフト候補用,技巧派
202607097359,投手,ノビ系と球速,クイックE、ケガしにくさD、スロースターター、ノビE、一発、四球、回復E、対ピンチC、対左打者D、打たれ強さD、送球A,ドラフト候補用,技巧派
202607097367,投手,四球・抜け球・乱調と低コントロール,クイックF、ケガしにくさE、ジャイロボール、ノビB、回復D、対ピンチD、対左打者D、打たれ強さC、抜け球、立ち上がり○、送球D,ドラフト候補用,速球派
202607097370,投手,ノビ系と球速,クイックD、ケガしにくさE、ノビC、回復D、対ピンチF、対左打者B、打たれ強さD、立ち上がり○、軽い球、送球C,ドラフト候補用,スタミナ型
202607097373,投手,ノビ系と球速,キレ○、クイックC、ケガしにくさB、ゴロピッチャー、ストライク先行、ノビD、回復E、寸前、対ピンチA、対左打者C、打たれ強さD、送球B、逃げ球,ドラフト候補用,技巧派
202607097381,投手,ノビ系と球速,クイックD、ケガしにくさG、ノビD、勝ち運、回復D、対ピンチD、対左打者D、打たれ強さD、投手存在感、根性、軽い球、送球D,ドラフト候補用,変化球派
202607097382,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさG、ノビD、乱調、回復D、対ピンチD、対左打者D、打たれ強さB、球速安定、要所○、送球E、重い球,ドラフト候補用,変化球派
202607097383,投手,ノビ系と球速,クイックC、ケガしにくさD、ノビB、回復B、安全圏○、対ピンチA、対左打者C、打たれ強さD、立ち上がり○、送球D、速球中心,ドラフト候補用,技巧派
202607097384,投手,ノビ系と球速,クイックD、ケガしにくさA、ゴロピッチャー、ノビE、回復D、対ピンチA、対左打者F、打たれ強さB、送球D,ドラフト候補用,技巧派
202607097387,投手,四球・抜け球・乱調と低コントロール,クイックC、ケガしにくさD、ノビD、回復B、国際大会×、奪三振、対ピンチC、対左打者F、打たれ強さE、抜け球、送球D,ドラフト候補用,技巧派
202607097387,投手,ノビ系と球速,クイックC、ケガしにくさD、ノビD、回復B、国際大会×、奪三振、対ピンチC、対左打者F、打たれ強さE、抜け球、送球D,ドラフト候補用,技巧派
202607097387,投手,奪三振系と球速・総変化量,クイックC、ケガしにくさD、ノビD、回復B、国際大会×、奪三振、対ピンチC、対左打者F、打たれ強さE、抜け球、送球D,ドラフト候補用,技巧派
202607097395,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさD、ノビD、一発、回復E、対ピンチC、対左打者C、打たれ強さC、送球F,ドラフト候補用,速球派
202607097401,投手,一発・軽い球と球速・総変化量,キレ○、クイックD、ケガしにくさC、ノビB、一発、全開、回復C、寸前、対ピンチF、対左打者D、打たれ強さC、投打躍動、送球E、速球中心,ドラフト候補用,速球派
202607097410,投手,ノビ系と球速,クイックB、ケガしにくさD、ノビC、回復D、対ピンチC、対左打者C、打たれ強さD、軽い球、送球E,ドラフト候補用,技巧派
202607097415,投手,ノビ系と球速,クイックD、ケガしにくさD、ノビC、回復E、奪三振、安全圏○、対ピンチD、対左打者C、打たれ強さD、短気、送球C,ドラフト候補用,変化球派
202607097415,投手,奪三振系と球速・総変化量,クイックD、ケガしにくさD、ノビC、回復E、奪三振、安全圏○、対ピンチD、対左打者C、打たれ強さD、短気、送球C,ドラフト候補用,変化球派
202607097416,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさG、ノビD、ポーカーフェイス、勝ち運、四球、回復D、対ピンチE、対左打者D、打たれ強さC、投球位置左、送球B,ドラフト候補用,本格派
202607097419,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、テンポ○、ノビD、ムード○、四球、回復D、寸前、対ピンチD、対左打者E、打たれ強さC、抜け球、真っスラ、負け運、送球D、速球中心,ドラフト候補用,速球派
202607097421,投手,ノビ系と球速,クイックC、ケガしにくさC、ノビD、回復D、寸前、対ピンチA、対左打者D、打たれ強さD、短気、送球D,ドラフト候補用,技巧派
202607097423,投手,四球・抜け球・乱調と低コントロール,クイックE、ケガしにくさD、ゴロピッチャー、ノビE、乱調、回復D、対ピンチC、対左打者G、打たれ強さC、送球D,ドラフト候補用,変化球派
202607097423,投手,ノビ系と球速,クイックE、ケガしにくさD、ゴロピッチャー、ノビE、乱調、回復D、対ピンチC、対左打者G、打たれ強さC、送球D,ドラフト候補用,変化球派
202607097428,投手,ノビ系と球速,クイックD、ケガしにくさE、ナチュラルシュート、ノビD、ムード○、回復D、対ピンチA、対左打者C、打たれ強さE、火消し、荒れ球、送球C,ドラフト候補用,技巧派
202607097446,投手,ノビ系と球速,クイックE、ケガしにくさC、ノビD、回復D、対ピンチD、対左打者C、打たれ強さD、火消し、牽制○、軽い球、送球D,ドラフト候補用,技巧派
202607097447,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ノビE、乱調、回復G、対ピンチD、対左打者E、打たれ強さD、緊急登板○、送球D,ドラフト候補用,速球派
202607097457,投手,ノビ系と球速,クイックD、ケガしにくさC、テンポ○、ノビD、回復D、対ピンチB、対左打者A、打たれ強さC、立ち上がり○、送球E,ドラフト候補用,技巧派
202607097464,投手,ノビ系と球速,クイックD、ケガしにくさD、ストライク先行、テンポ○、ノビB、回復D、対ピンチD、対ランナー×、対左打者C、打たれ強さD、投球位置右、送球E,ドラフト候補用,技巧派
202607097467,投手,ノビ系と球速,クイックB、ケガしにくさF、ノビG、回復F、対ピンチC、対左打者C、打たれ強さE、送球B、逃げ球,ドラフト候補用,技巧派
202607097470,投手,ノビ系と球速,クイックC、ケガしにくさD、スロースターター、ノビE、一発、回またぎ○、回復B、対ピンチA、対ランナー×、対左打者D、打たれ強さD、送球E,ドラフト候補用,技巧派
202607097473,投手,ノビ系と球速,クイックD、クロスファイヤー、ケガしにくさC、ノビD、ポーカーフェイス、回復D、対ピンチB、対左打者C、打たれ強さD、球持ち○、送球E,ドラフト候補用,技巧派
202607097475,投手,ノビ系と球速,クイックF、クロスファイヤー、ケガしにくさB、ノビC、四球、回復F、対ピンチD、対左打者E、打たれ強さC、送球D,ドラフト候補用,スタミナ型
202607097478,投手,四球・抜け球・乱調と低コントロール,クイックC、ケガしにくさD、ノビD、四球、回復F、変化球中心、対ピンチC、対左打者C、打たれ強さD、送球C,ドラフト候補用,本格派
202607097478,投手,ノビ系と球速,クイックC、ケガしにくさD、ノビD、四球、回復F、変化球中心、対ピンチC、対左打者C、打たれ強さD、送球C,ドラフト候補用,本格派
202607097480,投手,ノビ系と球速,クイックD、ケガしにくさC、ゴロピッチャー、ノビE、回復E、対ピンチD、対左打者D、打たれ強さE、要所○、送球D,ドラフト候補用,技巧派
202607097483,投手,四球・抜け球・乱調と低コントロール,クイックE、ケガしにくさC、ノビC、四球、回復C、対ピンチD、対左打者D、打たれ強さD、牽制○、送球B,ドラフト候補用,速球派
202607097488,投手,ノビ系と球速,クイックE、ケガしにくさD、ノビE、回復B、対ピンチB、対左打者E、打たれ強さE、送球E,ドラフト候補用,技巧派
202607097493,投手,ノビ系と球速,クイックE、ケガしにくさD、ノビD、一発、内角攻め、回復C、対ピンチE、対左打者D、打たれ強さC、投手調子安定、真っスラ、立ち上がり○、送球D、闘志,ドラフト候補用,変化球派
202607097496,投手,ノビ系と球速,クイックB、ケガしにくさE、ノビF、低め○、回復D、安全圏○、対ピンチB、対左打者C、打たれ強さD、送球B,ドラフト候補用,技巧派
202607097497,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ノビE、回復D、国際大会○、変化球中心、対ピンチD、対左打者C、打たれ強さE、抜け球、要所○、送球D,ドラフト候補用,本格派
202607097506,投手,ノビ系と球速,クイックD、ケガしにくさC、ノビE、回復C、対ピンチA、対左打者B、打たれ強さD、送球E,ドラフト候補用,技巧派
202607097508,投手,四球・抜け球・乱調と低コントロール,クイックC、ケガしにくさD、スロースターター、ノビE、回復E、対ピンチA、対ランナー、対左打者A、打たれ強さD、抜け球、火消し、緊急登板○、送球D,ドラフト候補用,技巧派
202607097511,投手,ノビ系と球速,クイックE、ケガしにくさD、ノビC、一発、回またぎ○、回復D、対ピンチC、対左打者C、打たれ強さD、送球E,ドラフト候補用,本格派
202607097520,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさC、ストライク先行、ノビF、四球、回復E、対ピンチC、対左打者D、打たれ強さE、火消し、送球D,ドラフト候補用,本格派
202607097525,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさE、ノビD、回復D、対ピンチD、対左打者D、打たれ強さC、抜け球、負け運、送球E,ドラフト候補用,本格派
202607097530,投手,ノビ系と球速,クイックD、ケガしにくさD、ノビD、ポーカーフェイス、回復B、対ピンチC、対左打者E、打たれ強さD、短気、送球E,ドラフト候補用,技巧派
202607097531,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさB、ゴロピッチャー、ノビD、人気者、回復D、対ピンチD、対左打者F、打たれ強さC、抜け球、火消し、緩急○、送球D、逃げ球,ドラフト候補用,技巧派
202607097539,投手,ノビ系と球速,クイックD、ケガしにくさD、ノビD、回復B、対ピンチD、対左打者D、打たれ強さD、要所○、送球D、逃げ球,ドラフト候補用,スタミナ型
202607097552,投手,ノビ系と球速,クイックF、ケガしにくさD、ノビC、回復D、対ピンチC、対左打者D、打たれ強さE、抜け球、真っスラ、送球D,ドラフト候補用,本格派
202607097558,投手,ノビ系と球速,クイックC、ケガしにくさE、ストライク先行、ノビD、回復D、対ピンチD、対左打者D、打たれ強さE、根性、送球C,ドラフト候補用,変化球派
202607097560,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ストライク先行、ノビD、乱調、回復D、対ピンチD、対左打者E、打たれ強さF、抜け球、送球D,ドラフト候補用,本格派
202607097565,投手,ノビ系と球速,クイックD、ケガしにくさF、ノビD、回復D、対ピンチB、対左打者B、打たれ強さF、緊急登板○、送球C,ドラフト候補用,技巧派
202607097569,投手,ノビ系と球速,クイックC、ケガしにくさD、ストライク先行、ノビD、回復D、対ピンチB、対左打者C、打たれ強さD、投手調子安定、送球E,ドラフト候補用,技巧派
202607097572,投手,ノビ系と球速,クイックD、ケガしにくさE、テンポ○、ノビF、回復D、対ピンチF、対左打者D、打たれ強さD、送球E,ドラフト候補用,スタミナ型
202607097573,投手,四球・抜け球・乱調と低コントロール,クイックE、ケガしにくさE、ノビE、乱調、回復D、対ピンチE、対左打者D、打たれ強さD、送球E,ドラフト候補用,本格派
202607097578,投手,ノビ系と球速,クイックE、ケガしにくさE、ノビC、回復D、対ピンチC、対左打者C、打たれ強さD、投手調子安定、送球D,ドラフト候補用,技巧派
202607097583,投手,ノビ系と球速,クイックD、ケガしにくさD、ノビE、勝ち運、回復E、対ピンチE、対左打者D、尻上がり、打たれ強さD、荒れ球、送球D、重い球,ドラフト候補用,変化球派
202607097583,投手,先発用特殊能力と先発適正,クイックD、ケガしにくさD、ノビE、勝ち運、回復E、対ピンチE、対左打者D、尻上がり、打たれ強さD、荒れ球、送球D、重い球,ドラフト候補用,変化球派
202607097584,投手,ノビ系と球速,クイックE、ケガしにくさD、ノビE、ボール先行、回復D、対ピンチC、対左打者C、尻上がり、打たれ強さD、火消し、送球C,ドラフト候補用,技巧派
202607097587,投手,ノビ系と球速,クイックE、ケガしにくさD、ノビD、一発、回復C、対ピンチB、対左打者C、打たれ強さD、負け運、送球D,ドラフト候補用,本格派
202607097593,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ノビD、フライボールピッチャー、乱調、回またぎ○、回復D、対ピンチC、対左打者C、打たれ強さE、送球B,ドラフト候補用,技巧派
202607097601,投手,ノビ系と球速,クイックD、ケガしにくさD、テンポ○、ノビC、回復E、対ピンチC、対左打者E、尻上がり、打たれ強さD、送球D,ドラフト候補用,変化球派
202607097607,投手,四球・抜け球・乱調と低コントロール,クイックF、ケガしにくさD、ノビE、乱調、回復D、対ピンチC、対左打者D、打たれ強さD、緊急登板○、送球D,ドラフト候補用,変化球派
202607097619,投手,ノビ系と球速,クイックD、ケガしにくさC、ストライク先行、ノビD、乱調、人気者、回復D、対ピンチD、対左打者C、打たれ強さD、送球C,ドラフト候補用,本格派
202607097621,投手,ノビ系と球速,クイックE、ケガしにくさE、ノビD、ムード×、内角攻め、回復E、国際大会×、対ピンチG、対左打者E、打たれ強さF、送球E、闘志,ドラフト候補用,本格派
202607097627,投手,ノビ系と球速,クイックD、ケガしにくさD、ストライク先行、ノビD、回復D、対ピンチD、対ランナー、対左打者E、打たれ強さD、送球D,ドラフト候補用,スタミナ型
202607097633,投手,先発用特殊能力と先発適正,クイックD、クロスファイヤー、ケガしにくさE、ノビC、四球、回復D、対ピンチD、対左打者G、尻上がり、打たれ強さE、送球D,ドラフト候補用,本格派
202607097643,投手,ノビ系と球速,クイックD、ケガしにくさD、ノビD、リリース○、内角攻め、回復B、対ピンチD、対左打者D、打たれ強さG、真っスラ、送球D,ドラフト候補用,スタミナ型
202607097649,投手,ノビ系と球速,クイックD、ケガしにくさD、ノビD、力配分、回復A、対ピンチD、対左打者D、打たれ強さC、送球D,ドラフト候補用,技巧派
202607097654,投手,ノビ系と球速,クイックE、ケガしにくさD、ノビD、回復D、安全圏○、対ピンチC、対ランナー×、対左打者C、打たれ強さD、投手調子安定、真っスラ、送球E,ドラフト候補用,技巧派
202607097663,投手,ノビ系と球速,クイックD、ケガしにくさD、ノビE、回復D、対ピンチC、対ランナー、対左打者C、打たれ強さB、送球E、闘志,ドラフト候補用,技巧派
202607097670,投手,ノビ系と球速,クイックC、ケガしにくさD、ノビD、全開、回復E、対ピンチC、対左打者C、打たれ強さD、牽制○、送球D,ドラフト候補用,技巧派
202607097672,投手,ノビ系と球速,クイックD、ケガしにくさG、ノビC、回復D、対ピンチD、対左打者G、打たれ強さD、送球D、逃げ球,ドラフト候補用,本格派
202607097677,投手,ノビ系と球速,クイックB、ケガしにくさB、ノビD、内角攻め、回復F、対ピンチF、対左打者E、打たれ強さD、荒れ球、送球F,ドラフト候補用,本格派
202607097679,投手,一発・軽い球と球速・総変化量,クイックB、ケガしにくさD、ノビD、回復E、変化球中心、対ピンチC、対左打者B、打たれ強さD、打球反応○、球持ち○、立ち上がり○、軽い球、送球D,ドラフト候補用,技巧派
202607097683,投手,ノビ系と球速,クイックD、ケガしにくさD、ノビC、勝ち運、回復D、対ピンチB、対左打者D、打たれ強さD、短気、送球D、逃げ球,ドラフト候補用,技巧派
202607097691,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ストライク先行、ノビD、乱調、回復C、奪三振、対ピンチD、対左打者D、打たれ強さD、牽制○、送球A、速球中心,ドラフト候補用,速球派
202607097694,投手,ノビ系と球速,クイックD、ケガしにくさC、ノビD、回復C、対ピンチE、対左打者D、打たれ強さD、球速安定、緊急登板○、送球E,ドラフト候補用,変化球派
202607097697,投手,ノビ系と球速,クイックD、ケガしにくさD、ゴロピッチャー、ノビB、回復E、対ピンチD、対左打者D、打たれ強さF、投手調子極端、緩急○、送球D,ドラフト候補用,変化球派
202607097703,投手,ノビ系と球速,クイックE、ケガしにくさD、ノビD、回復E、対ピンチD、対左打者D、打たれ強さD、荒れ球、送球B,ドラフト候補用,変化球派
202607097705,投手,ノビ系と球速,クイックD、ケガしにくさD、ノビD、回復D、対ピンチB、対左打者E、打たれ強さD、球速安定、送球D,ドラフト候補用,本格派
202607097711,投手,ノビ系と球速,クイックD、ケガしにくさD、ノビD、回復E、対ピンチD、対左打者D、打たれ強さE、送球D,ドラフト候補用,スタミナ型
202607097712,投手,先発用特殊能力と先発適正,クイックD、ケガしにくさD、ノビE、回復D、対ピンチF、対左打者D、尻上がり、打たれ強さE、送球F,ドラフト候補用,スタミナ型
202607097714,投手,ノビ系と球速,クイックD、ケガしにくさD、ストライク先行、ノビF、回復D、対ピンチC、対左打者F、打たれ強さD、立ち上がり○、送球D,ドラフト候補用,技巧派
202607097720,投手,ノビ系と球速,クイックD、ケガしにくさF、ノビD、回復E、対ピンチD、対左打者A、打たれ強さD、投球位置左、送球D,ドラフト候補用,技巧派
202607097723,投手,ノビ系と球速,キレ○、クイックD、ケガしにくさD、ノビC、回復D、対ピンチE、対左打者E、打たれ強さD、抜け球、送球D,ドラフト候補用,スタミナ型
202607097729,投手,ノビ系と球速,クイックD、ケガしにくさD、ノビD、回復B、対ピンチC、対左打者C、打たれ強さD、投球位置左、送球E,ドラフト候補用,技巧派
202607097733,投手,ノビ系と球速,クイックE、ケガしにくさD、ノビE、回復D、対ピンチD、対左打者D、打たれ強さD、送球C,ドラフト候補用,本格派
202607097736,投手,ノビ系と球速,クイックC、ケガしにくさD、ノビC、回復E、対ピンチC、対左打者C、打たれ強さE、根性、送球D,ドラフト候補用,技巧派
202607097740,投手,ノビ系と球速,クイックF、ケガしにくさC、スロースターター、ノビF、力配分、回復E、対ピンチC、対左打者C、打たれ強さE、送球D,ドラフト候補用,技巧派
202607097741,投手,ノビ系と球速,クイックE、ケガしにくさC、ノビE、フライボールピッチャー、回復D、対ピンチC、対左打者B、打たれ強さD、投球位置左、送球B,ドラフト候補用,技巧派
202607097742,投手,ノビ系と球速,クイックE、ケガしにくさD、ナチュラルシュート、ノビD、回復D、対ピンチE、対ランナー、対左打者F、打たれ強さC、抜け球、送球D,ドラフト候補用,スタミナ型
202607097744,投手,ノビ系と球速,クイックE、ケガしにくさG、ノビD、リリース○、回復D、国際大会○、対ピンチC、対左打者B、打たれ強さD、送球E,ドラフト候補用,技巧派
202607097746,投手,ノビ系と球速,クイックD、ケガしにくさC、ノビD、回復C、対ピンチE、対左打者C、打たれ強さE、投手調子安定、送球D,ドラフト候補用,技巧派
202607097753,投手,ノビ系と球速,クイックD、ケガしにくさD、ストライク先行、ノビC、回復E、対ピンチC、対左打者C、打たれ強さD、送球C,ドラフト候補用,技巧派
202607097754,投手,先発用特殊能力と先発適正,クイックD、ケガしにくさD、ノビC、一発、勝ち運、回復A、対ピンチD、対左打者D、尻上がり、打たれ強さD、送球E,ドラフト候補用,スタミナ型
202607097758,投手,ノビ系と球速,クイックF、ケガしにくさE、スロースターター、ノビD、ボール先行、回復D、対ピンチD、対左打者E、尻上がり、打たれ強さE、軽い球、送球D,ドラフト候補用,変化球派
202607097762,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさD、ノビC、低め○、回復B、対ピンチD、対ランナー、対左打者D、対強打者○、打たれ強さF、緩急○、軽い球、送球D、逃げ球,ドラフト候補用,速球派
202607097765,投手,ノビ系と球速,クイックD、ケガしにくさD、ノビD、回復D、変化球中心、対ピンチB、対左打者C、打たれ強さD、送球D,ドラフト候補用,技巧派
202607097773,投手,四球・抜け球・乱調と低コントロール,クイックE、ケガしにくさE、ノビE、乱調、四球、回復C、対ピンチD、対左打者D、打たれ強さD、送球C,ドラフト候補用,速球派
202607097775,投手,ノビ系と球速,クイックD、ケガしにくさC、ノビC、リリース○、回復D、対ピンチE、対ランナー、対左打者E、打たれ強さE、送球D,ドラフト候補用,本格派
202607097778,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさF、ノビD、ムード○、回復E、対ピンチD、対左打者G、打たれ強さD、軽い球、送球D,ドラフト候補用,スタミナ型
202607097787,投手,一発・軽い球と球速・総変化量,クイックE、ケガしにくさD、ノビD、一発、四球、回またぎ○、回復D、変化球中心、対ピンチC、対左打者D、打たれ強さD、送球E,ドラフト候補用,変化球派
202607097796,投手,奪三振系と球速・総変化量,クイックD、ケガしにくさC、ノビD、回復F、奪三振、対ピンチD、対左打者E、打たれ強さD、送球C、闘志,ドラフト候補用,スタミナ型
202607097798,投手,ノビ系と球速,クイックG、ケガしにくさD、ノビD、ボール先行、一発、回復D、対ピンチC、対ランナー、対左打者D、打たれ強さE、要所○、送球D,ドラフト候補用,変化球派
202607097801,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさC、ノビD、一発、乱調、人気者、力配分、勝ち運、回復D、対ピンチD、対左打者D、尻上がり、打たれ強さE、根性、送球F,ドラフト候補用,スタミナ型
202607097801,投手,先発用特殊能力と先発適正,クイックD、ケガしにくさC、ノビD、一発、乱調、人気者、力配分、勝ち運、回復D、対ピンチD、対左打者D、尻上がり、打たれ強さE、根性、送球F,ドラフト候補用,スタミナ型
202607097806,投手,ノビ系と球速,クイックD、ケガしにくさC、ノビD、回復D、対ピンチC、対左打者B、打たれ強さD、立ち上がり○、送球D,ドラフト候補用,技巧派
202607097810,投手,ノビ系と球速,クイックD、ケガしにくさC、ノビD、回復D、対ピンチB、対左打者C、打たれ強さE、緩急○、送球D、闘志,ドラフト候補用,技巧派
202607097817,投手,一発・軽い球と球速・総変化量,クイックC、ケガしにくさC、ノビD、回復C、対ピンチD、対左打者D、打たれ強さB、根性、軽い球、送球D、速球中心,ドラフト候補用,速球派
202607097821,投手,ノビ系と球速,クイックC、ケガしにくさD、ノビD、回復D、対ピンチB、対左打者E、打たれ強さF、真っスラ、送球D,ドラフト候補用,技巧派
202607097824,投手,ノビ系と球速,クイックE、ケガしにくさD、ノビD、回復D、対ピンチC、対左打者C、打たれ強さD、送球D,ドラフト候補用,技巧派
202607097826,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさG、ノビD、乱調、回復D、対ピンチD、対左打者D、打たれ強さD、送球D,ドラフト候補用,変化球派
202607097826,投手,ノビ系と球速,クイックD、ケガしにくさG、ノビD、乱調、回復D、対ピンチD、対左打者D、打たれ強さD、送球D,ドラフト候補用,変化球派
202607097830,投手,ノビ系と球速,クイックB、ケガしにくさE、ノビD、回復D、対ピンチB、対左打者C、打たれ強さD、送球C,ドラフト候補用,技巧派
