source,team,name,direction_code,direction,slot,pitch_type,movement,source_class,status
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,日 髙,4,シンカー方向,1,カーブ,1,v41,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,佐藤柳,1,スライダー方向,1,カットボール,3,v13,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,佐藤柳,2,カーブ方向,1,スラーブ,2,v22,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,佐藤柳,3,フォーク方向,1,カットボール,1,v31,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,工 藤,2,カーブ方向,1,シンカー,2,v22,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,工 藤,5,シュート方向,1,カットボール,2,v52,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,工 藤,4,シンカー方向,1,カーブ,1,v41,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,赤 木,3,フォーク方向,1,フォーク,3,v332,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,赤 木,3,フォーク方向,2,スライダー,2,v332,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,赤 木,5,シュート方向,1,スライダー,1,v51,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,ケムナ,3,フォーク方向,1,スライダー,2,v321,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,ケムナ,3,フォーク方向,2,ドロップカーブ,1,v321,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,ケムナ,4,シンカー方向,1,ドロップカーブ,4,v44,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,黒 原,1,スライダー方向,1,カットボール,2,v12,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,黒 原,3,フォーク方向,1,カットボール,3,v333,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,黒 原,3,フォーク方向,2,チェンジアップ,3,v333,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,松 本,3,フォーク方向,1,フォーク,2,v32,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,松 本,5,シュート方向,1,カットボール,3,v53,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,松 本,4,シンカー方向,1,カーブ,1,v41,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,益 田,1,スライダー方向,1,シュート,1,v11,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,益 田,3,フォーク方向,1,シュート,2,v32,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,益 田,5,シュート方向,1,スライダー,3,v53,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,長谷部,1,スライダー方向,1,スライダー,3,v13,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,長谷部,3,フォーク方向,1,スライダー,2,v32,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,長谷部,5,シュート方向,1,シュート,1,v51,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,滝 田,1,スライダー方向,1,スライダー,1,v11,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,滝 田,3,フォーク方向,1,スライダー,3,v33,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,滝 田,4,シンカー方向,1,シンキングスプリット,1,v41,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,髙木快,3,フォーク方向,1,フォーク,2,v32,ok
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,髙木快,4,シンカー方向,1,ドロップカーブ,2,v42,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,柳,2,カーブ方向,1,サークルチェンジ,3,v23,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,柳,3,フォーク方向,1,サークルチェンジ,4,v34,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,柳,5,シュート方向,1,カットボール,3,v53,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,櫻 井,2,カーブ方向,1,サークルチェンジ,2,v22,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,櫻 井,3,フォーク方向,1,サークルチェンジ,2,v32,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,櫻 井,5,シュート方向,1,スライダー,2,v52,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,髙橋宏斗,3,フォーク方向,1,カットボール,6,v36,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,髙橋宏斗,5,シュート方向,1,カットボール,2,v52,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,髙橋宏斗,4,シンカー方向,1,ナックルカーブ,2,v42,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,金 丸,1,スライダー方向,1,スライダー,3,v13,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,金 丸,3,フォーク方向,1,スライダー,3,v33,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,金 丸,4,シンカー方向,1,サークルチェンジ,2,v42,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,中 西,2,カーブ方向,1,シンキングスプリット,3,v23,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,中 西,5,シュート方向,1,スライダー,1,v51,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,中 西,4,シンカー方向,1,パワーカーブ,3,v43,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,大野雄大,1,スライダー方向,1,スライダー,3,v13,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,大野雄大,2,カーブ方向,1,スラーブ,3,v23,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,大野雄大,5,シュート方向,1,シンキングツーシーム,3,v53,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,勝 野,2,カーブ方向,1,シンキングスプリット,3,v23,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,勝 野,3,フォーク方向,1,スライダー,4,v34,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,勝 野,5,シュート方向,1,スライダー,1,v51,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,藤 嶋,3,フォーク方向,1,スライダー,4,v34,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,藤 嶋,5,シュート方向,1,スライダー,1,v51,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,藤 嶋,4,シンカー方向,1,ナックルカーブ,2,v42,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,清 水,3,フォーク方向,1,ドロップカーブ,5,v35,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,清 水,4,シンカー方向,1,ドロップカーブ,3,v43,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,近 藤,1,スライダー方向,1,スライダー,2,v12,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,近 藤,3,フォーク方向,1,スライダー,4,v34,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,橋 本,2,カーブ方向,1,スラーブ,6,v26,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,橋 本,3,フォーク方向,1,フォーク,3,v33,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,メヒア,2,カーブ方向,1,サークルチェンジ,1,v21,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,メヒア,5,シュート方向,1,カットボール,3,v53,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,メヒア,4,シンカー方向,1,ナックルカーブ,4,v44,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,松 山,3,フォーク方向,1,フォーク,6,v36,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,松 山,5,シュート方向,1,カットボール,1,v51,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,松 葉,1,スライダー方向,1,カットボール,4,v14,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,松 葉,3,フォーク方向,1,カットボール,3,v33,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,松 葉,4,シンカー方向,1,サークルチェンジ,3,v43,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,涌 井,2,カーブ方向,1,シンカー,3,v23,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,涌 井,5,シュート方向,1,スライダー,3,v53,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,涌 井,4,シンカー方向,1,カーブ,1,v41,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,仲 地,1,スライダー方向,1,シンキングツーシーム,2,v12,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,仲 地,3,フォーク方向,1,シンキングツーシーム,3,v33,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,仲 地,4,シンカー方向,1,ドロップカーブ,3,v43,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,福,1,スライダー方向,1,スライダー,3,v132,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,福,1,スライダー方向,2,カットボール,2,v132,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,福,4,シンカー方向,1,スクリュー,1,v41,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,根 尾,3,フォーク方向,1,スライダー,4,v343,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,根 尾,3,フォーク方向,2,unknown,3,v343,unknown
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,草 加,2,カーブ方向,1,シンキングスプリット,2,v22,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,草 加,5,シュート方向,1,スライダー,2,v52,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,草 加,4,シンカー方向,1,スローカーブ,2,v42,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,福 田,3,フォーク方向,1,スライダー,2,v32,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,福 田,4,シンカー方向,1,サークルチェンジ,2,v42,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,松木平,3,フォーク方向,1,チェンジアップ,3,v33,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,松木平,5,シュート方向,1,カットボール,1,v51,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,松木平,4,シンカー方向,1,カーブ,3,v43,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,吉 田,1,スライダー方向,1,スライダー,2,v12,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,吉 田,3,フォーク方向,1,スライダー,3,v331,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,吉 田,3,フォーク方向,2,チェンジアップ,1,v331,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,高橋幸,1,スライダー方向,1,スライダー,1,v11,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,高橋幸,2,カーブ方向,1,カーブ,2,v22,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,高橋幸,4,シンカー方向,1,サークルチェンジ,1,v41,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,有 馬,3,フォーク方向,1,フォーク,3,v33,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,有 馬,4,シンカー方向,1,カーブ,1,v41,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,マラー,1,スライダー方向,1,カットボール,3,v13,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,マラー,2,カーブ方向,1,ナックルカーブ,3,v23,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,マラー,4,シンカー方向,1,ファストチェンジ,3,v43,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,三 浦,1,スライダー方向,1,スライダー,3,v13,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,三 浦,2,カーブ方向,1,スラーブ,1,v21,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,三 浦,4,シンカー方向,1,サークルチェンジ,2,v42,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,篠 﨑,3,フォーク方向,1,スライダー,3,v33,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,篠 﨑,5,シュート方向,1,スライダー,1,v51,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,篠 﨑,4,シンカー方向,1,ドロップカーブ,1,v41,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,齋 藤,1,スライダー方向,1,スライダー,6,v16,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,齋 藤,3,フォーク方向,1,スライダー,2,v32,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,梅 野,3,フォーク方向,1,スライダー,3,v332,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,梅 野,3,フォーク方向,2,パワーカーブ,2,v332,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,梅 野,4,シンカー方向,1,パワーカーブ,2,v42,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,伊 藤,1,スライダー方向,1,シンキングツーシーム,3,v13,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,伊 藤,5,シュート方向,1,スライダー,4,v54,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,牧 野,1,スライダー方向,1,スライダー,2,v12,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,牧 野,3,フォーク方向,1,スライダー,4,v34,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,アブレウ,2,カーブ方向,1,シンカー,1,v21,ok
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,アブレウ,5,シュート方向,1,スライダー,4,v54,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,荘 司,3,フォーク方向,1,カットボール,4,v34,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,荘 司,5,シュート方向,1,カットボール,4,v54,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,荘 司,4,シンカー方向,1,ドロップカーブ,3,v43,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,瀧 中,1,スライダー方向,1,シンキングツーシーム,1,v11,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,瀧 中,3,フォーク方向,1,シンキングツーシーム,2,v32,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,瀧 中,5,シュート方向,1,スライダー,1,v51,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,瀧 中,4,シンカー方向,1,スローカーブ,2,v42,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,藤 原,3,フォーク方向,1,スライダー,2,v32,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,藤 原,5,シュート方向,1,スライダー,3,v53,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,藤 原,4,シンカー方向,1,スローカーブ,1,v41,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,前 田,2,カーブ方向,1,シンキングスプリット,4,v24,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,前 田,5,シュート方向,1,スライダー,4,v54,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,前 田,4,シンカー方向,1,ドロップカーブ,1,v41,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,ウレーニャ,2,カーブ方向,1,ファストチェンジ,2,v22,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,ウレーニャ,5,シュート方向,1,スライダー,3,v53,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,古 謝,1,スライダー方向,1,カットボール,1,v11,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,古 謝,2,カーブ方向,1,スラーブ,4,v24,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,古 謝,5,シュート方向,1,シンキングツーシーム,3,v53,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,西 垣,2,カーブ方向,1,シンカー,5,v25,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,西 垣,5,シュート方向,1,スライダー,2,v521,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,西 垣,5,シュート方向,2,カットボール,1,v521,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,宋 家豪,3,フォーク方向,1,チェンジアップ,4,v34,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,宋 家豪,5,シュート方向,1,スライダー,2,v52,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,加治屋,3,フォーク方向,1,カットボール,5,v35,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,加治屋,5,シュート方向,1,カットボール,1,v51,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,加治屋,4,シンカー方向,1,スラーブ,4,v44,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,津留﨑,3,フォーク方向,1,カットボール,2,v32,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,津留﨑,5,シュート方向,1,カットボール,3,v533,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,津留﨑,5,シュート方向,2,スライダー,3,v533,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,内,3,フォーク方向,1,スライダー,3,v332,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,内,3,フォーク方向,2,unknown,2,v332,unknown
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,内,5,シュート方向,1,スライダー,2,v52,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,鈴木翔,2,カーブ方向,1,スラーブ,6,v26,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,鈴木翔,5,シュート方向,1,シンキングツーシーム,3,v53,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,藤 平,3,フォーク方向,1,スライダー,5,v352,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,藤 平,3,フォーク方向,2,フォーク,2,v352,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,藤 平,5,シュート方向,1,スライダー,2,v52,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,早 川,1,スライダー方向,1,カットボール,3,v13,ok
eagles.zip:パワフルプロ野球2026-2027｜東北楽天ゴールデンイーグルス｜デフォルト選手データ.html,東北楽天ゴールデンイーグルス,早 川,3,フォーク方向,1,カットボール,4,v343,ok
