source,team,name,throws_bats,source_direction_code,logical_direction_code,direction_code,direction,slot,raw_pitch_type,pitch_type,canonical_pitch_type,movement,source_class,status,kind,raw_text,normalized_text,raw_neighbor_text,detail
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,大瀬良,右投右打,5,1,1,スライダー方向,1,カットボール,カットボール,カットボール,5,v55,ok,breaking,カットボール /,カットボール /,"ass=""bl w""> ストレート / / サークルチェンジ / ＳＦＦ カットボール / / /",raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,玉 村,左投左打,1,1,1,スライダー方向,1,スライダー,スライダー,スライダー,4,v14,ok,breaking,スライダー /,スライダー /,147 74 56 ストレート スライダー / / カーブ / / / サークルチェンジ /,raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,玉 村,左投左打,2,2,2,カーブ方向,1,カーブ,カーブ,カーブ,1,v21,ok,breaking,/ カーブ /,/ カーブ /,147 74 56 ストレート スライダー / / カーブ / / / サークルチェンジ /,raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,玉 村,左投左打,4,4,4,シンカー方向,1,サークルチェンジ,サークルチェンジ,サークルチェンジ,1,v41,ok,breaking,/ サークルチェンジ /,/ サークルチェンジ /,"w""> ストレート スライダー / / カーブ / / / サークルチェンジ /",raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,高橋昂,左投左打,1,1,1,スライダー方向,1,カットボール,カットボール,カットボール,4,v14,ok,breaking,カットボール /,カットボール /,152 52 48 ストレート カットボール / / / フォーク / / /,raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,高橋昂,左投左打,3,3,3,フォーク方向,1,フォーク,フォーク,フォーク,2,v32,ok,breaking,,,"ss=""c3 w""> 48 ストレート カットボール / / / フォーク / / /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,髙,左投左打,1,1,1,スライダー方向,1,カットボール,カットボール,カットボール,4,v14,ok,breaking,カットボール /,カットボール /,152 55 58 ストレート カットボール / / カーブ / / / サークルチェンジ /,raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,髙,左投左打,2,2,2,カーブ方向,1,カーブ,カーブ,カーブ,1,v21,ok,breaking,/ カーブ /,/ カーブ /,/b> 152 55 58 ストレート カットボール / / カーブ / / / サークルチェンジ /,raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,髙,左投左打,4,4,4,シンカー方向,1,サークルチェンジ,サークルチェンジ,サークルチェンジ,2,v42,ok,breaking,/ サークルチェンジ /,/ サークルチェンジ /,"""> ストレート カットボール / / カーブ / / / サークルチェンジ /",raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,塹 江,左投左打,1,1,1,スライダー方向,1,スライダー,スライダー,スライダー,3,v13,ok,breaking,スライダー /,スライダー /,157 36 44 ストレート スライダー / / / ＳＦＦ ツーシームファスト / / /,raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,塹 江,左投左打,3,3,3,フォーク方向,1,SFF,SFF,SFF,1,v31,ok,breaking,,,"ass=""c3 w""> 44 ストレート スライダー / / / ＳＦＦ ツーシームファスト / / /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,塹 江,左投左打,,,,ストレート系第二種,,ツーシームファスト,ツーシームファスト,ツーシームファスト,0,,second_fastball,second_fastball,157 36 44 ストレート スライダー / / / ＳＦＦ ツーシームファスト / / /,157 36 44 ストレート スライダー / / / SFF ツーシームファスト / / /,157 36 44 ストレート スライダー / / / ＳＦＦ ツーシームファスト / / /,投手能力ブロック全体から検出
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,アドゥワ,右投右打,2,4,4,シンカー方向,1,Hシンカー,Hシンカー,Hシンカー,3,v23,ok,breaking,/ Ｈシンカー /,/ Hシンカー /,"class=""c1 w""> 150 58 59 ストレート / / Ｈシンカー / Ｖスライダー ムービングファスト / / /",raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,アドゥワ,右投右打,3,3,3,フォーク方向,1,Vスライダー,Vスライダー,Vスライダー,2,v32,ok,breaking,,,"=""c3 w""> 59 ストレート / / Ｈシンカー / Ｖスライダー ムービングファスト / / /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,アドゥワ,右投右打,,,,ストレート系第二種,,ムービングファスト,ムービングファスト,ムービングファスト,0,,second_fastball,second_fastball,150 58 59 ストレート / / Ｈシンカー / Ｖスライダー ムービングファスト / / /,150 58 59 ストレート / / Hシンカー / Vスライダー ムービングファスト / / /,150 58 59 ストレート / / Ｈシンカー / Ｖスライダー ムービングファスト / / /,投手能力ブロック全体から検出
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,常 廣,右投右打,3,3,3,フォーク方向,1,SFF,SFF,SFF,4,v34,ok,breaking,,,"e"">43 55 ストレート / / / ＳＦＦ カットボール / / ドロップカーブ /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,常 廣,右投右打,5,1,1,スライダー方向,1,カットボール,カットボール,カットボール,2,v52,ok,breaking,カットボール /,カットボール /,"=""d"">55 ストレート / / / ＳＦＦ カットボール / / ドロップカーブ /",raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,常 廣,右投右打,4,2,2,カーブ方向,1,ドロップカーブ,ドロップカーブ,ドロップカーブ,1,v41,ok,breaking,/ ドロップカーブ /,/ ドロップカーブ /,"""> ストレート / / / ＳＦＦ カットボール / / ドロップカーブ /",raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,斉藤優,右投左打,3,3,3,フォーク方向,1,フォーク,フォーク,フォーク,2,v32,ok,breaking,,,""">41 48 ストレート / / / フォーク カットボール / / カーブ /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,斉藤優,右投左打,5,1,1,スライダー方向,1,カットボール,カットボール,カットボール,2,v52,ok,breaking,カットボール /,カットボール /,"""e"">48 ストレート / / / フォーク カットボール / / カーブ /",raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,斉藤優,右投左打,4,2,2,カーブ方向,1,カーブ,カーブ,カーブ,1,v41,ok,breaking,/ カーブ /,/ カーブ /,> ストレート / / / フォーク カットボール / / カーブ /,raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,遠 藤,右投右打,3,3,3,フォーク方向,1,チェンジアップ,チェンジアップ,チェンジアップ,3,v33,ok,breaking,,,4 58 ストレート / / / チェンジアップ スライダー / / ドロップカーブ /,raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,遠 藤,右投右打,5,1,1,スライダー方向,1,スライダー,スライダー,スライダー,2,v52,ok,breaking,スライダー /,スライダー /,>58 ストレート / / / チェンジアップ スライダー / / ドロップカーブ /,raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,遠 藤,右投右打,4,2,2,カーブ方向,1,ドロップカーブ,ドロップカーブ,ドロップカーブ,3,v43,ok,breaking,/ ドロップカーブ /,/ ドロップカーブ /,"b class=""c1""> ストレート / / / チェンジアップ スライダー / / ドロップカーブ /",raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,菊 池,右投右打,3,3,3,フォーク方向,1,フォーク,フォーク,フォーク,2,v32,ok,breaking,,,""">43 27 ストレート / / / フォーク カットボール / / ドロップカーブ /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,菊 池,右投右打,5,1,1,スライダー方向,1,カットボール,カットボール,カットボール,1,v51,ok,breaking,カットボール /,カットボール /,"""f"">27 ストレート / / / フォーク カットボール / / ドロップカーブ /",raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,菊 池,右投右打,4,2,2,カーブ方向,1,ドロップカーブ,ドロップカーブ,ドロップカーブ,1,v41,ok,breaking,/ ドロップカーブ /,/ ドロップカーブ /,> ストレート / / / フォーク カットボール / / ドロップカーブ /,raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,日 髙,右投左打,3,3,3,フォーク方向,1,フォーク,フォーク,フォーク,3,v33,ok,breaking,,,""">48 36 ストレート / / / フォーク スライダー / / カーブ /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,日 髙,右投左打,5,1,1,スライダー方向,1,スライダー,スライダー,スライダー,2,v52,ok,breaking,スライダー /,スライダー /,"""f"">36 ストレート / / / フォーク スライダー / / カーブ /",raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,日 髙,右投左打,4,2,2,カーブ方向,1,カーブ,カーブ,カーブ,1,v41,ok,breaking,/ カーブ /,/ カーブ /,"""> ストレート / / / フォーク スライダー / / カーブ /",raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,佐藤柳,左投左打,1,1,1,スライダー方向,1,カットボール,カットボール,カットボール,3,v13,ok,breaking,カットボール /,カットボール /,148 49 48 ストレート カットボール / / スラーブ / ＳＦＦ / / /,raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,佐藤柳,左投左打,2,2,2,カーブ方向,1,スラーブ,スラーブ,スラーブ,2,v22,ok,breaking,/ スラーブ /,/ スラーブ /,/b> 148 49 48 ストレート カットボール / / スラーブ / ＳＦＦ / / /,raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,佐藤柳,左投左打,3,3,3,フォーク方向,1,SFF,SFF,SFF,1,v31,ok,breaking,,,b> 48 ストレート カットボール / / スラーブ / ＳＦＦ / / /,raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,工 藤,右投右打,2,4,4,シンカー方向,1,Hシンカー,Hシンカー,Hシンカー,2,v22,ok,breaking,/ Ｈシンカー /,/ Hシンカー /,"class=""c1 w""> 159 26 51 ストレート / / Ｈシンカー / カットボール / / カーブ /",raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,工 藤,右投右打,5,1,1,スライダー方向,1,カットボール,カットボール,カットボール,2,v52,ok,breaking,カットボール /,カットボール /,"d"">51 ストレート / / Ｈシンカー / カットボール / / カーブ /",raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,工 藤,右投右打,4,2,2,カーブ方向,1,カーブ,カーブ,カーブ,1,v41,ok,breaking,/ カーブ /,/ カーブ /,ストレート / / Ｈシンカー / カットボール / / カーブ /,raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,赤 木,右投右打,3,3,3,フォーク方向,1,フォーク,フォーク,フォーク,3,v332,ok,breaking,,,""">46 51 ストレート / / / フォーク スライダー / / / Ｖスライダー",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,赤 木,右投右打,3,3,3,フォーク方向,2,Vスライダー,Vスライダー,Vスライダー,2,v332,ok,breaking,,,""">46 51 ストレート / / / フォーク スライダー / / / Ｖスライダー",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,赤 木,右投右打,5,1,1,スライダー方向,1,スライダー,スライダー,スライダー,1,v51,ok,breaking,スライダー /,スライダー /,"d"">51 ストレート / / / フォーク スライダー / / / Ｖスライダー",raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,ケムナ,右投右打,3,3,3,フォーク方向,1,Vスライダー,Vスライダー,Vスライダー,2,v321,ok,breaking,,,34 45 ストレート / / / Ｖスライダー / / ドロップカーブ / ＳＦＦ,raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,ケムナ,右投右打,3,3,3,フォーク方向,2,SFF,SFF,SFF,1,v321,ok,breaking,,,34 45 ストレート / / / Ｖスライダー / / ドロップカーブ / ＳＦＦ,raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,ケムナ,右投右打,4,2,2,カーブ方向,1,ドロップカーブ,ドロップカーブ,ドロップカーブ,4,v44,ok,breaking,/ ドロップカーブ /,/ ドロップカーブ /,ストレート / / / Ｖスライダー / / ドロップカーブ / ＳＦＦ,raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,黒 原,左投左打,1,1,1,スライダー方向,1,カットボール,カットボール,カットボール,2,v12,ok,breaking,カットボール /,カットボール /,152 45 51 ストレート カットボール / / / チェンジアップ / / / ＳＦＦ,raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,黒 原,左投左打,3,3,3,フォーク方向,1,チェンジアップ,チェンジアップ,チェンジアップ,3,v333,ok,breaking,,,"""c3 w""> 51 ストレート カットボール / / / チェンジアップ / / / ＳＦＦ",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,黒 原,左投左打,3,3,3,フォーク方向,2,SFF,SFF,SFF,3,v333,ok,breaking,,,"""c3 w""> 51 ストレート カットボール / / / チェンジアップ / / / ＳＦＦ",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,松 本,右投右打,3,3,3,フォーク方向,1,フォーク,フォーク,フォーク,2,v32,ok,breaking,,,""">52 43 ストレート / / / フォーク カットボール / / カーブ /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,松 本,右投右打,5,1,1,スライダー方向,1,カットボール,カットボール,カットボール,3,v53,ok,breaking,カットボール /,カットボール /,"""e"">43 ストレート / / / フォーク カットボール / / カーブ /",raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,松 本,右投右打,4,2,2,カーブ方向,1,カーブ,カーブ,カーブ,1,v41,ok,breaking,/ カーブ /,/ カーブ /,> ストレート / / / フォーク カットボール / / カーブ /,raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,益 田,右投右打,1,5,5,シュート方向,1,Hシュート,Hシュート,Hシュート,1,v11,ok,breaking,Ｈシュート /,Hシュート /,155 51 61 ストレート Ｈシュート / / / ＳＦＦ スライダー / / /,raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,益 田,右投右打,3,3,3,フォーク方向,1,SFF,SFF,SFF,2,v32,ok,breaking,,,"lass=""c3 w""> 61 ストレート Ｈシュート / / / ＳＦＦ スライダー / / /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,益 田,右投右打,5,1,1,スライダー方向,1,スライダー,スライダー,スライダー,3,v53,ok,breaking,スライダー /,スライダー /,"class=""bl w""> ストレート Ｈシュート / / / ＳＦＦ スライダー / / /",raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,長谷部,左投左打,1,1,1,スライダー方向,1,スライダー,スライダー,スライダー,3,v13,ok,breaking,スライダー /,スライダー /,150 26 43 ストレート スライダー / / / フォーク Ｈシュート / / /,raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,長谷部,左投左打,3,3,3,フォーク方向,1,フォーク,フォーク,フォーク,2,v32,ok,breaking,,,"ass=""c3 w""> 43 ストレート スライダー / / / フォーク Ｈシュート / / /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,長谷部,左投左打,5,5,5,シュート方向,1,Hシュート,Hシュート,Hシュート,1,v51,ok,breaking,Ｈシュート /,Hシュート /,"class=""bl w""> ストレート スライダー / / / フォーク Ｈシュート / / /",raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,滝 田,左投左打,1,1,1,スライダー方向,1,スライダー,スライダー,スライダー,1,v11,ok,breaking,スライダー /,スライダー /,153 31 40 ストレート スライダー / / / チェンジアップ / / シンキングスプリット / <,raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,滝 田,左投左打,3,3,3,フォーク方向,1,チェンジアップ,チェンジアップ,チェンジアップ,3,v33,ok,breaking,,,"=""c3 w""> 40 ストレート スライダー / / / チェンジアップ / / シンキングスプリット /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,滝 田,左投左打,4,4,4,シンカー方向,1,シンキングスプリット,シンキングスプリット,シンキングスプリット,1,v41,ok,breaking,/ シンキングスプリット /,/ シンキングスプリット /,"b class=""c1""> ストレート スライダー / / / チェンジアップ / / シンキングスプリット /",raw_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,髙木快,右投右打,3,3,3,フォーク方向,1,フォーク,フォーク,フォーク,2,v32,ok,breaking,,,""">47 48 ストレート / / / フォーク / / ドロップカーブ /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
carp.zip:パワフルプロ野球2026-2027｜広島東洋カープ｜デフォルト選手データ.html,広島東洋カープ,髙木快,右投右打,4,2,2,カーブ方向,1,ドロップカーブ,ドロップカーブ,ドロップカーブ,2,v42,ok,breaking,/ ドロップカーブ /,/ ドロップカーブ /,/b> ストレート / / / フォーク / / ドロップカーブ /,raw_textから投げ手補正後の方向一致候補を採用
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,柳,右投右打,2,4,4,シンカー方向,1,サークルチェンジ,サークルチェンジ,サークルチェンジ,3,v23,ok,breaking,/ サークルチェンジ /,/ サークルチェンジ /,"class=""c1 w""> 147 70 72 ストレート / / サークルチェンジ / ＳＦＦ カットボール / / /",raw_textから投げ手補正後の方向一致候補を採用
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,柳,右投右打,3,3,3,フォーク方向,1,SFF,SFF,SFF,4,v34,ok,breaking,,,"s=""c3 w""> 72 ストレート / / サークルチェンジ / ＳＦＦ カットボール / / /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,柳,右投右打,5,1,1,スライダー方向,1,カットボール,カットボール,カットボール,3,v53,ok,breaking,カットボール /,カットボール /,"ass=""bl w""> ストレート / / サークルチェンジ / ＳＦＦ カットボール / / /",raw_textから投げ手補正後の方向一致候補を採用
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,櫻 井,右投右打,2,4,4,シンカー方向,1,サークルチェンジ,サークルチェンジ,サークルチェンジ,2,v22,ok,breaking,/ サークルチェンジ /,/ サークルチェンジ /,"class=""c1 w""> 153 61 55 ストレート / / サークルチェンジ / Ｖスライダー Ｈスライダー / / /",raw_textから投げ手補正後の方向一致候補を採用
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,櫻 井,右投右打,3,3,3,フォーク方向,1,Vスライダー,Vスライダー,Vスライダー,2,v32,ok,breaking,,,"c3 w""> 55 ストレート / / サークルチェンジ / Ｖスライダー Ｈスライダー / / /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,櫻 井,右投右打,5,1,1,スライダー方向,1,Hスライダー,Hスライダー,Hスライダー,2,v52,ok,breaking,Ｈスライダー /,Hスライダー /,"=""bl w""> ストレート / / サークルチェンジ / Ｖスライダー Ｈスライダー / / /",raw_textから投げ手補正後の方向一致候補を採用
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,髙橋宏斗,右投右打,3,3,3,フォーク方向,1,SFF,SFF,SFF,6,v36,ok,breaking,,,"d"">54 77 ストレート / / / ＳＦＦ カットボール / / ナックルカーブ /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,髙橋宏斗,右投右打,5,1,1,スライダー方向,1,カットボール,カットボール,カットボール,2,v52,ok,breaking,カットボール /,カットボール /,"=""b"">77 ストレート / / / ＳＦＦ カットボール / / ナックルカーブ /",raw_textから投げ手補正後の方向一致候補を採用
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,髙橋宏斗,右投右打,4,2,2,カーブ方向,1,ナックルカーブ,ナックルカーブ,ナックルカーブ,2,v42,ok,breaking,/ ナックルカーブ /,/ ナックルカーブ /,"""> ストレート / / / ＳＦＦ カットボール / / ナックルカーブ /",raw_textから投げ手補正後の方向一致候補を採用
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,金 丸,左投左打,1,1,1,スライダー方向,1,スライダー,スライダー,スライダー,3,v13,ok,breaking,スライダー /,スライダー /,154 68 61 ストレート スライダー / / / ＳＦＦ / / サークルチェンジ /,raw_textから投げ手補正後の方向一致候補を採用
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,金 丸,左投左打,3,3,3,フォーク方向,1,SFF,SFF,SFF,3,v33,ok,breaking,,,"lass=""c3 w""> 61 ストレート スライダー / / / ＳＦＦ / / サークルチェンジ /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,金 丸,左投左打,4,4,4,シンカー方向,1,サークルチェンジ,サークルチェンジ,サークルチェンジ,2,v42,ok,breaking,/ サークルチェンジ /,/ サークルチェンジ /,"w""> ストレート スライダー / / / ＳＦＦ / / サークルチェンジ /",raw_textから投げ手補正後の方向一致候補を採用
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,中 西,右投右打,2,4,4,シンカー方向,1,シンキングスプリット,シンキングスプリット,シンキングスプリット,3,v23,ok,breaking,/ シンキングスプリット /,/ シンキングスプリット /,"class=""c1 w""> 152 64 67 ストレート / / シンキングスプリット / Ｈスライダー / / パワーカーブ /",raw_textから投げ手補正後の方向一致候補を採用
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,中 西,右投右打,5,1,1,スライダー方向,1,Hスライダー,Hスライダー,Hスライダー,1,v51,ok,breaking,Ｈスライダー /,Hスライダー /,ストレート / / シンキングスプリット / Ｈスライダー / / パワーカーブ /,raw_textから投げ手補正後の方向一致候補を採用
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,中 西,右投右打,4,2,2,カーブ方向,1,パワーカーブ,パワーカーブ,パワーカーブ,3,v43,ok,breaking,/ パワーカーブ /,/ パワーカーブ /,"ass=""c1""> ストレート / / シンキングスプリット / Ｈスライダー / / パワーカーブ /",raw_textから投げ手補正後の方向一致候補を採用
dragons.zip:パワフルプロ野球2026-2027｜中日ドラゴンズ｜デフォルト選手データ.html,中日ドラゴンズ,大野雄大,左投左打,1,1,1,スライダー方向,1,Hスライダー,Hスライダー,Hスライダー,3,v13,ok,breaking,Ｈスライダー /,Hスライダー /,148 71 63 ストレート Ｈスライダー / / スラーブ / シンキングツーシーム / / <b,raw_textから投げ手補正後の方向一致候補を採用
